Wall time,Step,Value
1501211351.836169,0,1.0986149311065674
1501211355.424657,1,1.0986088514328003
1501211359.011996,2,1.0986080169677734
1501211363.062848,3,1.0986076593399048
1501211367.352067,4,1.0986053943634033
1501211370.970319,5,1.098605751991272
1501211374.739832,6,1.0986045598983765
1501211378.817254,7,1.0986040830612183
1501211382.399732,8,1.0986032485961914
1501211385.985154,9,1.0986034870147705
1501211389.566379,10,1.0986030101776123
1501211393.146837,11,1.0986018180847168
1501211396.721718,12,1.0986014604568481
1501211400.31116,13,1.0986015796661377
1501211403.894435,14,1.0986011028289795
1501211407.480451,15,1.0986005067825317
1501211411.064357,16,1.0986002683639526
1501211414.658334,17,1.098599910736084
1501211418.241804,18,1.0985994338989258
1501211421.822676,19,1.0985994338989258
1501211425.541441,20,1.098598599433899
1501211429.13211,21,1.0985989570617676
1501211432.715377,22,1.0985981225967407
1501211436.296694,23,1.098597526550293
1501211439.891179,24,1.0985982418060303
1501211443.722349,25,1.0985980033874512
1501211447.306332,26,1.0985971689224243
1501211450.8854,27,1.0985969305038452
1501211454.466314,28,1.098596453666687
1501211458.044668,29,1.098596215248108
1501211461.634515,30,1.0985968112945557
1501211465.222886,31,1.0985963344573975
1501211468.800026,32,1.0985958576202393
1501211472.395809,33,1.0985958576202393
1501211475.97909,34,1.0985954999923706
1501211479.617032,35,1.0985959768295288
1501211483.193624,36,1.0985952615737915
1501211486.777004,37,1.0985944271087646
1501211490.35231,38,1.0985949039459229
1501211493.932267,39,1.0985935926437378
1501211497.515831,40,1.098594307899475
1501211501.09308,41,1.0985941886901855
1501211504.67183,42,1.098593831062317
1501211508.258689,43,1.0985939502716064
1501211511.850646,44,1.0985933542251587
1501211515.429295,45,1.0985934734344482
1501211519.011724,46,1.0985926389694214
1501211522.591759,47,1.098592758178711
1501211526.179684,48,1.0985924005508423
1501211529.767365,49,1.0985915660858154
1501211533.353836,50,1.0985921621322632
1501211536.931967,51,1.098591923713684
1501211540.50903,52,1.0985914468765259
1501211544.09352,53,1.0985912084579468
1501211547.675861,54,1.098590612411499
1501211551.256468,55,1.0985898971557617
1501211554.834643,56,1.0985912084579468
1501211558.429654,57,1.0985890626907349
1501211562.02375,58,1.0985894203186035
1501211565.612106,59,1.0985890626907349
1501211569.196668,60,1.0985888242721558
1501211572.789416,61,1.0985883474349976
1501211576.368686,62,1.0985877513885498
1501211579.952521,63,1.0985873937606812
1501211583.535159,64,1.098586916923523
1501211587.125964,65,1.0985852479934692
1501211590.710599,66,1.0985864400863647
1501211594.556497,67,1.0985848903656006
1501211598.512282,68,1.0985846519470215
1501211602.102923,69,1.0985838174819946
1501211605.686642,70,1.098583698272705
1501211609.279164,71,1.098583459854126
1501211612.867935,72,1.0985829830169678
1501211616.450181,73,1.0985822677612305
1501211620.039876,74,1.098581075668335
1501211623.643368,75,1.0985808372497559
1501211627.236205,76,1.0985795259475708
1501211630.824498,77,1.0985796451568604
1501211634.411368,78,1.0985772609710693
1501211638.036401,79,1.0985774993896484
1501211641.629001,80,1.0985770225524902
1501211645.209467,81,1.098576307296753
1501211648.786405,82,1.098574161529541
1501211652.374831,83,1.0985740423202515
1501211655.96169,84,1.0985727310180664
1501211659.543564,85,1.0985714197158813
1501211663.1243,86,1.0985692739486694
1501211666.713073,87,1.0985691547393799
1501211670.301152,88,1.0985677242279053
1501211673.878855,89,1.0985666513442993
1501211677.858826,90,1.0985647439956665
1501211681.751085,91,1.0985636711120605
1501211685.598728,92,1.0985608100891113
1501211689.182526,93,1.0985589027404785
1501211692.768648,94,1.0985581874847412
1501211696.356235,95,1.0985549688339233
1501211699.938904,96,1.09855318069458
1501211703.522528,97,1.0985509157180786
1501211707.112837,98,1.098548173904419
1501211710.692984,99,1.0985462665557861
1501211714.276753,100,1.0985432863235474
1501211717.853496,101,1.0985400676727295
1501211721.442898,102,1.0985366106033325
1501211725.024688,103,1.0985337495803833
1501211728.607786,104,1.0985298156738281
1501211732.188058,105,1.0985254049301147
1501211735.765351,106,1.0985217094421387
1501211739.350797,107,1.0985177755355835
1501211742.925816,108,1.0985134840011597
1501211746.49857,109,1.0985075235366821
1501211750.073322,110,1.0985021591186523
1501211753.649487,111,1.098496913909912
1501211757.228747,112,1.0984907150268555
1501211760.810746,113,1.0984842777252197
1501211764.395097,114,1.0984770059585571
1501211767.978011,115,1.0984693765640259
